transaction_id,amount,currency,country,payment_method,merchant_category,psp,status,timestamp,processing_time_ms,cost,fraud_score
txn_002675,10.0,CAD,UK,bank,travel,square,success,2025-03-08 17:54:51.038635,134,0.36,0.013
txn_002676,33.94,USD,US,card,digital,stripe,success,2025-04-03 14:07:51.038635,127,1.28,0.019
txn_002677,10.0,EUR,US,wallet,retail,stripe,success,2025-02-08 12:11:51.038635,144,0.59,0.043
txn_002678,23.17,SGD,US,card,retail,stripe,success,2025-04-05 23:11:51.038635,176,0.97,0.0
txn_002679,13.53,USD,US,card,retail,stripe,success,2025-01-26 03:18:51.038635,84,0.69,0.005
txn_002680,55.63,USD,US,bank,retail,stripe,success,2025-03-18 15:35:51.038635,154,1.91,0.0
txn_002681,12.77,INR,SG,card,retail,razorpay,success,2025-03-07 06:38:51.038635,130,0.56,0.005
txn_002682,12.25,USD,US,crypto,digital,stripe,success,2025-05-04 00:56:51.038635,148,0.66,0.109
txn_002683,60.21,USD,DE,card,retail,square,success,2025-04-22 02:46:51.038635,108,1.67,0.052
txn_002684,33.2,USD,US,wallet,retail,stripe,success,2025-05-11 02:44:51.038635,183,1.26,0.026
txn_002685,32.27,USD,JP,card,finance,stripe,success,2025-01-25 05:23:51.038635,123,1.24,0.004
txn_002686,40.61,SGD,IN,card,food,razorpay,success,2025-01-06 00:31:51.038635,120,1.22,0.099
txn_002687,10.0,GBP,UK,card,gaming,adyen,success,2025-01-20 08:05:51.038635,112,0.4,0.02
txn_002688,62.5,EUR,IN,card,digital,razorpay,success,2025-01-03 09:30:51.038635,149,1.75,0.001
txn_002689,50.34,EUR,UK,card,travel,stripe,success,2025-05-04 21:45:51.038635,154,1.76,0.009
txn_002690,10.0,BRL,CA,wallet,retail,stripe,success,2025-03-25 09:19:51.038635,133,0.59,0.006
txn_002691,13.93,USD,US,card,food,stripe,success,2025-05-11 03:22:51.038635,194,0.7,0.011
txn_002692,18.94,USD,BR,card,retail,square,success,2025-03-20 22:22:51.038635,106,0.59,0.02
txn_002693,16.42,BRL,UK,card,retail,stripe,success,2025-01-22 10:16:51.038635,117,0.78,0.002
txn_002694,33.14,BRL,UK,card,gaming,stripe,success,2025-01-30 00:19:51.038635,101,1.26,0.016
txn_002695,171.92,USD,FR,wallet,food,paypal,failed,2025-01-06 07:57:51.038635,182,6.34,0.08
txn_002696,101.76,USD,UK,bank,gaming,adyen,success,2025-05-09 20:33:51.038635,106,2.97,0.019
txn_002697,10.0,EUR,SG,card,digital,razorpay,success,2025-03-16 19:16:51.038635,148,0.49,0.077
txn_002698,51.07,USD,IN,card,digital,razorpay,success,2025-05-28 19:54:51.038635,142,1.48,0.063
txn_002699,147.44,GBP,FR,wallet,digital,paypal,success,2025-04-25 18:39:51.038635,161,5.5,0.029
txn_002700,35.88,USD,US,card,travel,stripe,success,2025-05-10 15:20:51.038635,93,1.34,0.157
txn_002701,103.18,USD,SG,card,food,razorpay,success,2025-03-16 18:09:51.038635,128,2.73,0.076
txn_002702,410.92,EUR,FR,card,gaming,square,failed,2025-03-17 14:30:51.038635,144,10.78,0.05
txn_002703,93.28,BRL,US,card,retail,stripe,success,2025-02-19 03:45:51.038635,160,3.01,0.033
txn_002704,29.19,EUR,US,card,travel,stripe,failed,2025-02-15 02:50:51.038635,117,1.15,0.028
txn_002705,96.32,USD,UK,card,digital,stripe,failed,2025-05-13 04:22:51.038635,91,3.09,0.001
txn_002706,24.96,BRL,BR,wallet,retail,paypal,success,2025-04-19 14:40:51.038635,177,1.34,0.031
txn_002707,20.82,EUR,US,card,food,stripe,success,2025-03-06 21:43:51.038635,182,0.9,0.099
txn_002708,11.86,USD,IN,card,food,razorpay,success,2025-03-07 20:33:51.038635,169,0.53,0.056
txn_002709,209.58,USD,US,card,retail,stripe,success,2025-06-05 11:05:51.038635,136,6.38,0.004
txn_002710,10.0,USD,UK,card,retail,square,success,2025-01-23 00:07:51.038635,138,0.36,0.005
txn_002711,200.05,EUR,CA,card,digital,stripe,success,2025-03-27 10:53:51.038635,166,6.1,0.074
txn_002712,42.51,EUR,BR,bank,digital,stripe,failed,2025-03-06 22:18:51.038635,85,1.53,0.011
txn_002713,10.0,USD,IN,card,digital,razorpay,success,2025-03-10 11:48:51.038635,128,0.49,0.053
txn_002714,34.86,USD,SG,wallet,retail,razorpay,success,2025-02-08 19:52:51.038635,124,1.09,0.018
txn_002715,10.0,USD,IN,card,retail,razorpay,success,2025-06-02 04:07:51.038635,157,0.49,0.033
txn_002716,51.33,EUR,US,wallet,gaming,stripe,success,2025-04-19 18:41:51.038635,124,1.79,0.015
txn_002717,75.78,USD,UK,card,gaming,adyen,success,2025-01-04 09:30:51.038635,122,2.24,0.036
txn_002718,10.0,USD,CA,card,digital,stripe,success,2025-06-17 18:39:51.038635,104,0.59,0.004
txn_002719,24.18,JPY,BR,wallet,gaming,paypal,success,2025-04-04 18:38:51.038635,221,1.31,0.028
txn_002720,376.62,EUR,SG,card,travel,razorpay,success,2025-04-16 05:44:51.038635,137,9.29,0.136
txn_002721,10.0,USD,US,wallet,retail,stripe,success,2025-06-26 13:30:51.038635,140,0.59,0.072
txn_002722,10.0,GBP,US,card,retail,stripe,success,2025-05-28 14:26:51.038635,155,0.59,0.009
txn_002723,185.4,USD,US,crypto,gaming,stripe,success,2025-06-22 16:01:51.038635,153,5.68,0.011
txn_002724,381.41,INR,BR,wallet,food,paypal,failed,2025-06-03 04:52:51.038635,190,13.46,0.02
txn_002725,20.2,INR,SG,crypto,finance,razorpay,success,2025-03-23 00:18:51.038635,164,0.73,0.098
txn_002726,91.58,GBP,AU,card,finance,square,success,2025-06-17 10:38:51.038635,162,2.48,0.015
txn_002727,150.24,INR,UK,card,digital,stripe,success,2025-04-26 11:41:51.038635,135,4.66,0.01
txn_002728,10.0,USD,IN,wallet,retail,razorpay,success,2025-01-20 16:02:51.038635,118,0.49,0.054
txn_002729,10.0,INR,IN,bank,retail,razorpay,success,2025-01-21 07:52:51.038635,157,0.49,0.069
txn_002730,127.27,USD,US,crypto,retail,stripe,success,2025-06-21 14:18:51.038635,118,3.99,0.005
txn_002731,251.52,USD,IN,card,retail,razorpay,success,2025-04-26 08:47:51.038635,69,6.29,0.027
txn_002732,46.73,JPY,US,wallet,digital,stripe,success,2025-02-22 22:28:51.038635,133,1.66,0.003
txn_002733,10.0,EUR,US,card,retail,stripe,failed,2025-06-03 02:31:51.038635,123,0.59,0.097
txn_002734,395.67,BRL,JP,card,retail,square,success,2025-03-31 05:44:51.038635,144,10.39,0.044
txn_002735,10.0,USD,FR,card,digital,adyen,success,2025-06-25 14:54:51.038635,77,0.4,0.044
txn_002736,12.15,EUR,UK,card,digital,adyen,success,2025-03-21 08:04:51.038635,54,0.46,0.013
txn_002737,33.57,USD,IN,bank,digital,razorpay,success,2025-01-03 20:03:51.038635,145,1.06,0.056
txn_002738,206.69,GBP,UK,card,digital,square,success,2025-01-25 05:03:51.038635,121,5.47,0.001
txn_002739,72.31,USD,FR,wallet,food,paypal,success,2025-04-24 22:51:51.038635,182,2.95,0.145
txn_002740,37.42,USD,AU,card,gaming,stripe,success,2025-03-27 13:09:51.038635,120,1.39,0.018
txn_002741,40.24,USD,AU,card,retail,adyen,success,2025-01-29 09:39:51.038635,67,1.25,0.042
txn_002742,21.44,INR,FR,card,retail,stripe,success,2025-04-10 16:23:51.038635,115,0.92,0.002
txn_002743,46.4,USD,US,card,finance,stripe,success,2025-01-24 04:08:51.038635,109,1.65,0.128
txn_002744,10.0,AUD,UK,card,food,stripe,success,2025-06-11 20:23:51.038635,152,0.59,0.068
txn_002745,12.87,USD,IN,wallet,travel,razorpay,failed,2025-03-15 11:02:51.038635,151,0.56,0.001
txn_002746,28.85,USD,UK,crypto,retail,square,success,2025-04-09 11:59:51.038635,101,0.85,0.029
txn_002747,10.0,USD,FR,card,finance,adyen,success,2025-02-27 12:48:51.038635,151,0.4,0.034
txn_002748,35.86,BRL,UK,card,gaming,adyen,success,2025-05-16 23:03:51.038635,91,1.12,0.012
txn_002749,14.78,USD,US,card,food,stripe,success,2025-04-04 19:54:51.038635,136,0.73,0.027
txn_002750,279.56,USD,UK,wallet,retail,paypal,success,2025-02-19 16:10:51.038635,174,10.0,0.056
txn_002751,212.62,INR,BR,card,finance,adyen,success,2025-04-17 07:09:51.038635,148,6.07,0.188
txn_002752,10.0,USD,US,card,travel,stripe,success,2025-03-25 11:17:51.038635,122,0.59,0.022
txn_002753,16.02,INR,CA,card,travel,stripe,success,2025-02-25 23:15:51.038635,123,0.76,0.021
txn_002754,17.98,USD,UK,crypto,retail,square,success,2025-06-16 20:20:51.038635,105,0.57,0.025
txn_002755,10.2,EUR,US,card,travel,stripe,success,2025-05-23 08:40:51.038635,125,0.6,0.014
txn_002756,26.91,USD,IN,card,retail,razorpay,success,2025-05-28 13:02:51.038635,175,0.9,0.033
txn_002757,10.0,EUR,FR,crypto,retail,square,success,2025-03-21 10:39:51.038635,135,0.36,0.062
txn_002758,10.0,INR,IN,wallet,food,razorpay,success,2025-04-19 22:52:51.038635,140,0.49,0.012
txn_002759,51.11,INR,JP,wallet,retail,paypal,success,2025-04-09 20:11:51.038635,231,2.23,0.045
txn_002760,51.64,EUR,US,card,travel,stripe,success,2025-01-24 15:25:51.038635,146,1.8,0.002
txn_002761,10.0,JPY,US,crypto,food,stripe,success,2025-05-29 05:53:51.038635,106,0.59,0.041
txn_002762,76.94,USD,BR,wallet,retail,paypal,success,2025-05-03 14:15:51.038635,138,3.11,0.015
txn_002763,10.0,USD,UK,bank,travel,square,failed,2025-01-11 19:46:51.038635,97,0.36,0.073
txn_002764,29.36,GBP,CA,wallet,gaming,stripe,success,2025-02-01 12:30:51.038635,132,1.15,0.019
txn_002765,68.75,GBP,AU,wallet,retail,paypal,success,2025-06-07 18:21:51.038635,197,2.83,0.042
txn_002766,19.1,USD,UK,card,food,adyen,success,2025-02-03 14:42:51.038635,140,0.65,0.026
txn_002767,39.73,GBP,FR,card,digital,adyen,success,2025-04-22 10:51:51.038635,67,1.23,0.021
txn_002768,10.0,USD,US,wallet,digital,stripe,success,2025-04-06 13:09:51.038635,106,0.59,0.024
txn_002769,14.96,INR,US,card,retail,stripe,success,2025-04-20 23:46:51.038635,84,0.73,0.014
txn_002770,14.75,CAD,US,card,digital,stripe,success,2025-06-20 03:52:51.038635,79,0.73,0.108
txn_002771,10.0,EUR,SG,card,retail,razorpay,success,2025-05-22 14:52:51.038635,121,0.49,0.014
txn_002772,15.41,USD,US,wallet,gaming,stripe,success,2025-04-18 16:31:51.038635,130,0.75,0.009
txn_002773,10.0,GBP,FR,card,food,adyen,success,2025-03-25 20:10:51.038635,123,0.4,0.007
txn_002774,10.0,INR,BR,wallet,food,paypal,success,2024-12-30 13:05:51.038635,151,0.83,0.018
txn_002775,13.1,USD,IN,wallet,digital,razorpay,success,2025-04-09 22:27:51.038635,115,0.56,0.011
txn_002776,13.68,EUR,IN,card,food,razorpay,success,2025-03-12 18:56:51.038635,86,0.58,0.014
txn_002777,13.98,BRL,IN,card,digital,razorpay,success,2025-05-16 18:33:51.038635,146,0.59,0.01
txn_002778,18.31,USD,UK,card,digital,stripe,success,2025-06-26 11:25:51.038635,98,0.83,0.059
txn_002779,41.23,USD,IN,card,digital,razorpay,success,2025-03-28 21:28:51.038635,189,1.24,0.011
txn_002780,74.57,USD,CA,card,retail,stripe,success,2025-03-09 17:48:51.038635,132,2.46,0.022
txn_002781,10.0,EUR,BR,card,retail,stripe,success,2025-04-17 16:10:51.038635,114,0.59,0.095
txn_002782,10.0,JPY,BR,crypto,food,square,success,2025-04-07 13:53:51.038635,90,0.36,0.006
txn_002783,10.0,GBP,JP,card,finance,square,success,2025-04-04 05:57:51.038635,65,0.36,0.055
txn_002784,10.0,USD,JP,wallet,retail,paypal,failed,2025-04-18 10:46:51.038635,138,0.83,0.154
txn_002785,11.85,GBP,IN,card,retail,razorpay,success,2025-06-14 23:03:51.038635,121,0.53,0.099
txn_002786,10.0,GBP,DE,wallet,retail,paypal,success,2025-02-01 00:08:51.038635,159,0.83,0.002
txn_002787,10.0,EUR,JP,card,gaming,stripe,success,2025-04-05 05:26:51.038635,90,0.59,0.014
txn_002788,10.13,USD,UK,wallet,finance,paypal,success,2025-04-12 21:51:51.038635,191,0.83,0.148
txn_002789,26.37,GBP,BR,wallet,food,paypal,success,2025-06-16 21:41:51.038635,195,1.39,0.0
txn_002790,49.04,EUR,UK,wallet,gaming,paypal,success,2024-12-29 20:14:51.038635,166,2.16,0.03
txn_002791,10.0,USD,CA,card,digital,stripe,success,2024-12-31 22:19:51.038635,178,0.59,0.039
txn_002792,10.81,EUR,FR,wallet,gaming,paypal,success,2025-05-01 15:00:51.038635,127,0.86,0.03
txn_002793,10.0,BRL,BR,card,retail,square,success,2025-01-30 19:41:51.038635,111,0.36,0.077
txn_002794,19.16,USD,US,card,retail,stripe,success,2025-06-10 07:28:51.038635,113,0.86,0.029
txn_002795,10.0,BRL,FR,card,food,square,failed,2025-04-23 16:11:51.038635,93,0.36,0.11
txn_002796,47.45,USD,IN,card,digital,razorpay,success,2025-04-15 12:44:51.038635,119,1.39,0.056
txn_002797,10.0,INR,US,card,food,stripe,success,2025-04-23 10:00:51.038635,119,0.59,0.042
txn_002798,11.71,USD,AU,wallet,digital,paypal,success,2025-05-18 07:57:51.038635,173,0.89,0.12
txn_002799,31.55,USD,CA,card,food,stripe,success,2025-03-28 00:44:51.038635,108,1.22,0.036
txn_002800,26.46,EUR,DE,card,retail,square,success,2025-04-15 12:33:51.038635,71,0.79,0.025
txn_002801,1140.87,EUR,UK,card,retail,adyen,success,2025-05-24 09:27:51.038635,51,32.06,0.011
txn_002802,33.94,INR,IN,wallet,gaming,razorpay,success,2025-02-26 16:05:51.038635,131,1.06,0.004
txn_002803,10.0,GBP,CA,card,finance,stripe,success,2025-03-06 07:32:51.038635,107,0.59,0.002
txn_002804,17.41,EUR,UK,card,gaming,square,success,2025-05-16 11:56:51.038635,104,0.55,0.019
txn_002805,10.0,JPY,US,wallet,travel,stripe,success,2025-01-04 19:09:51.038635,116,0.59,0.01
txn_002806,17.8,EUR,BR,card,travel,stripe,success,2025-04-30 15:56:51.038635,104,0.82,0.081
txn_002807,10.0,USD,IN,card,food,razorpay,success,2025-01-25 12:03:51.038635,133,0.49,0.104
txn_002808,79.29,USD,FR,card,retail,adyen,success,2025-06-21 19:42:51.038635,74,2.34,0.025
txn_002809,10.0,USD,UK,wallet,retail,paypal,success,2025-05-11 02:02:51.038635,225,0.83,0.143
txn_002810,16.86,INR,UK,wallet,retail,paypal,success,2025-05-08 20:06:51.038635,156,1.06,0.014
txn_002811,10.0,USD,UK,card,finance,adyen,success,2025-06-01 19:48:51.038635,88,0.4,0.001
txn_002812,272.67,USD,UK,card,retail,stripe,success,2025-04-27 14:20:51.038635,98,8.21,0.079
txn_002813,12.41,USD,IN,card,gaming,razorpay,success,2025-06-15 14:37:51.038635,117,0.55,0.033
txn_002814,313.83,EUR,IN,wallet,food,razorpay,success,2025-06-21 14:07:51.038635,140,7.78,0.074
txn_002815,68.12,USD,IN,bank,travel,razorpay,success,2025-05-25 03:12:51.038635,136,1.88,0.076
txn_002816,41.39,USD,US,card,retail,stripe,success,2025-01-10 04:07:51.038635,106,1.5,0.01
txn_002817,34.92,EUR,IN,card,retail,razorpay,success,2024-12-30 09:02:51.038635,131,1.09,0.071
txn_002818,36.26,INR,US,wallet,gaming,stripe,success,2025-05-08 09:09:51.038635,98,1.35,0.111
txn_002819,10.0,USD,US,wallet,retail,stripe,success,2025-03-22 06:55:51.038635,132,0.59,0.055
txn_002820,13.22,EUR,BR,bank,retail,stripe,success,2025-03-13 02:43:51.038635,181,0.68,0.13
txn_002821,71.36,USD,CA,wallet,retail,stripe,success,2025-01-06 16:32:51.038635,93,2.37,0.004
txn_002822,18.67,JPY,DE,bank,retail,square,success,2025-05-29 16:52:51.038635,121,0.59,0.093
txn_002823,10.0,USD,UK,card,retail,stripe,success,2025-05-21 01:36:51.038635,121,0.59,0.06
txn_002824,18.57,BRL,BR,card,food,adyen,success,2025-06-07 09:10:51.038635,120,0.64,0.013
txn_002825,258.83,BRL,DE,card,digital,adyen,success,2025-02-09 11:36:51.038635,120,7.37,0.002
txn_002826,130.36,INR,AU,wallet,food,paypal,success,2025-06-14 03:24:51.038635,186,4.92,0.003
txn_002827,18.3,USD,UK,card,retail,stripe,success,2025-06-04 17:51:51.038635,118,0.83,0.034
txn_002828,83.69,EUR,BR,card,finance,stripe,success,2025-04-30 19:41:51.038635,106,2.73,0.002
txn_002829,11.59,USD,SG,card,travel,razorpay,success,2025-05-05 20:27:51.038635,117,0.53,0.039
txn_002830,10.0,SGD,SG,card,retail,razorpay,success,2025-03-09 01:41:51.038635,137,0.49,0.008
txn_002831,10.0,CAD,US,bank,digital,stripe,success,2025-06-03 01:50:51.038635,81,0.59,0.042
txn_002832,209.42,BRL,US,card,retail,stripe,success,2025-03-02 18:20:51.038635,102,6.37,0.079
txn_002833,13.32,GBP,US,card,travel,stripe,success,2025-01-25 12:44:51.038635,153,0.69,0.005
txn_002834,13.94,EUR,US,wallet,travel,stripe,success,2025-05-28 16:42:51.038635,122,0.7,0.088
txn_002835,12.81,EUR,SG,card,gaming,razorpay,success,2025-06-14 07:56:51.038635,166,0.56,0.074
txn_002836,349.4,USD,US,wallet,retail,stripe,success,2025-02-10 02:23:51.038635,164,10.43,0.019
txn_002837,230.2,EUR,US,wallet,digital,stripe,success,2025-06-25 01:04:51.038635,114,6.98,0.11
txn_002838,560.13,GBP,US,bank,retail,stripe,success,2025-02-12 10:28:51.038635,126,16.54,0.008
txn_002839,15.82,JPY,US,bank,digital,stripe,failed,2025-01-05 03:38:51.038635,110,0.76,0.069
txn_002840,31.29,EUR,US,card,food,stripe,failed,2025-02-03 13:32:51.038635,95,1.21,0.012
txn_002841,10.0,AUD,AU,card,retail,stripe,success,2025-02-05 09:21:51.038635,91,0.59,0.102
txn_002842,184.09,AUD,CA,card,travel,stripe,success,2025-04-12 05:48:51.038635,145,5.64,0.0
txn_002843,10.0,EUR,US,card,food,stripe,success,2025-06-15 08:19:51.038635,126,0.59,0.062
txn_002844,27.8,USD,UK,card,finance,adyen,success,2025-06-08 22:46:51.038635,155,0.9,0.052
txn_002845,10.0,GBP,UK,card,retail,adyen,success,2025-05-24 17:26:51.038635,129,0.4,0.082
txn_002846,10.0,EUR,US,bank,gaming,stripe,success,2025-03-25 19:14:51.038635,98,0.59,0.015
txn_002847,10.0,USD,DE,card,gaming,adyen,success,2025-03-04 20:36:51.038635,125,0.4,0.045
txn_002848,10.0,USD,FR,card,gaming,square,success,2025-02-08 07:58:51.038635,100,0.36,0.017
txn_002849,10.0,BRL,FR,card,travel,stripe,success,2025-04-28 03:03:51.038635,156,0.59,0.022
txn_002850,10.0,USD,FR,card,finance,stripe,success,2025-05-13 00:57:51.038635,105,0.59,0.068
txn_002851,70.11,GBP,US,crypto,food,stripe,success,2025-06-20 15:57:51.038635,88,2.33,0.091
txn_002852,10.0,AUD,BR,card,retail,stripe,success,2025-04-28 01:42:51.038635,96,0.59,0.079
txn_002853,27.96,GBP,SG,wallet,travel,razorpay,success,2025-05-12 06:33:51.038635,117,0.92,0.005
txn_002854,124.83,EUR,BR,card,travel,square,success,2025-03-11 07:57:51.038635,84,3.35,0.015
txn_002855,10.0,INR,US,card,gaming,stripe,success,2025-06-19 04:06:51.038635,102,0.59,0.059
txn_002856,10.0,EUR,BR,card,food,square,success,2025-06-19 18:39:51.038635,135,0.36,0.055
txn_002857,14.21,USD,AU,wallet,retail,paypal,success,2025-05-13 13:55:51.038635,233,0.97,0.011
txn_002858,117.87,BRL,SG,card,travel,razorpay,failed,2025-04-17 13:31:51.038635,100,3.08,0.011
txn_002859,26.87,EUR,US,card,gaming,stripe,success,2025-06-12 01:54:51.038635,157,1.08,0.02
txn_002860,10.0,GBP,FR,card,retail,square,success,2025-03-07 02:24:51.038635,95,0.36,0.029
txn_002861,41.51,EUR,BR,wallet,digital,paypal,success,2025-01-22 02:14:51.038635,190,1.9,0.045
txn_002862,10.0,USD,DE,wallet,food,paypal,success,2025-05-26 06:02:51.038635,130,0.83,0.004
txn_002863,55.81,BRL,CA,card,retail,stripe,success,2025-06-18 16:48:51.038635,135,1.92,0.006
txn_002864,37.07,CAD,BR,card,retail,adyen,success,2025-06-18 12:22:51.038635,50,1.16,0.075
txn_002865,12.66,USD,UK,bank,digital,stripe,success,2025-02-15 09:54:51.038635,129,0.67,0.055
txn_002866,10.0,BRL,CA,wallet,finance,stripe,success,2025-06-19 15:44:51.038635,127,0.59,0.039
txn_002867,10.0,INR,IN,wallet,retail,razorpay,success,2025-03-18 10:33:51.038635,145,0.49,0.013
txn_002868,44.8,EUR,BR,wallet,digital,paypal,success,2025-06-17 18:26:51.038635,157,2.01,0.183
txn_002869,126.91,GBP,US,wallet,travel,stripe,success,2025-01-13 17:59:51.038635,136,3.98,0.031
txn_002870,10.0,USD,IN,card,gaming,razorpay,success,2025-01-22 09:39:51.038635,151,0.49,0.018
txn_002871,39.95,EUR,DE,bank,gaming,adyen,success,2025-06-21 07:55:51.038635,93,1.24,0.041
txn_002872,10.0,USD,AU,bank,digital,square,success,2025-02-22 16:51:51.038635,130,0.36,0.003
txn_002873,10.0,EUR,CA,card,gaming,stripe,success,2025-03-01 23:35:51.038635,117,0.59,0.038
txn_002874,19.17,EUR,BR,card,retail,square,success,2025-01-03 12:38:51.038635,125,0.6,0.093
txn_002875,10.0,SGD,BR,crypto,travel,adyen,failed,2025-01-11 13:15:51.038635,96,0.4,0.012
txn_002876,10.0,INR,US,card,food,stripe,success,2025-02-21 13:13:51.038635,126,0.59,0.125
txn_002877,10.0,USD,UK,bank,retail,adyen,success,2025-01-28 15:40:51.038635,117,0.4,0.078
txn_002878,31.13,SGD,US,card,food,stripe,success,2025-01-19 12:41:51.038635,108,1.2,0.01
txn_002879,15.17,EUR,UK,card,retail,adyen,success,2025-04-03 15:21:51.038635,62,0.54,0.072
txn_002880,10.0,GBP,IN,card,finance,razorpay,failed,2025-06-11 12:24:51.038635,148,0.49,0.006
txn_002881,10.0,USD,BR,card,digital,square,success,2025-02-12 21:17:51.038635,145,0.36,0.053
txn_002882,10.0,AUD,SG,card,food,razorpay,success,2025-02-13 01:51:51.038635,148,0.49,0.071
txn_002883,39.91,JPY,US,card,retail,stripe,success,2025-04-26 15:32:51.038635,129,1.46,0.015
txn_002884,10.0,INR,US,wallet,retail,stripe,success,2025-01-16 14:02:51.038635,118,0.59,0.022
txn_002885,10.0,JPY,CA,crypto,gaming,stripe,success,2025-03-08 07:17:51.038635,142,0.59,0.026
txn_002886,10.0,USD,IN,card,travel,razorpay,success,2025-06-16 03:49:51.038635,134,0.49,0.009
txn_002887,161.18,AUD,US,card,gaming,stripe,success,2025-02-06 19:50:51.038635,106,4.97,0.036
txn_002888,11.27,EUR,JP,card,retail,square,success,2025-01-12 05:57:51.038635,143,0.39,0.002
txn_002889,35.68,USD,BR,card,retail,stripe,success,2025-03-22 18:49:51.038635,104,1.33,0.003
txn_002890,24.83,GBP,UK,card,food,stripe,success,2025-03-04 23:01:51.038635,146,1.02,0.046
txn_002891,10.0,GBP,JP,card,digital,adyen,success,2025-01-14 09:32:51.038635,133,0.4,0.012
txn_002892,63.58,USD,UK,card,retail,square,success,2025-02-17 12:58:51.038635,127,1.75,0.11
txn_002893,27.75,USD,FR,card,travel,square,success,2025-02-11 14:04:51.038635,72,0.82,0.077
txn_002894,43.05,USD,IN,card,digital,razorpay,success,2025-01-23 22:07:51.038635,140,1.28,0.019
txn_002895,7254.35,USD,US,wallet,retail,adyen,success,2025-04-17 00:12:51.038635,93,203.24,0.068
txn_002896,10.0,USD,BR,card,digital,adyen,success,2025-06-09 21:31:51.038635,85,0.4,0.064
txn_002897,266.95,USD,IN,bank,food,razorpay,success,2025-04-20 15:49:51.038635,144,6.66,0.0
txn_002898,13.05,USD,FR,bank,travel,adyen,success,2025-01-22 18:37:51.038635,123,0.49,0.068
txn_002899,30.91,BRL,UK,crypto,digital,stripe,success,2025-01-15 12:19:51.038635,106,1.2,0.02
txn_002900,18.76,INR,US,bank,food,stripe,success,2025-03-02 07:34:51.038635,114,0.84,0.038
txn_002901,10.63,USD,US,card,retail,stripe,success,2025-05-03 22:14:51.038635,112,0.61,0.293
txn_002902,10.0,BRL,IN,card,gaming,razorpay,success,2025-06-08 18:32:51.038635,174,0.49,0.077
txn_002903,32.93,GBP,DE,card,gaming,stripe,success,2025-01-06 14:57:51.038635,112,1.25,0.022
txn_002904,10.0,EUR,UK,wallet,travel,paypal,failed,2025-03-05 22:17:51.038635,142,0.83,0.002
txn_002905,61.92,EUR,DE,bank,retail,stripe,success,2025-03-22 06:09:51.038635,72,2.1,0.003
txn_002906,10.76,EUR,DE,bank,food,square,success,2024-12-28 10:18:51.038635,120,0.38,0.017
txn_002907,10.0,USD,FR,card,food,stripe,success,2025-05-02 09:00:51.038635,97,0.59,0.037
txn_002908,10.23,USD,IN,wallet,gaming,razorpay,success,2025-04-10 17:22:51.038635,160,0.5,0.269
txn_002909,132.39,EUR,BR,card,gaming,adyen,success,2025-01-14 10:47:51.038635,60,3.83,0.026
txn_002910,10.0,EUR,IN,card,finance,razorpay,success,2024-12-28 06:17:51.038635,123,0.49,0.004
txn_002911,34.39,INR,IN,wallet,retail,razorpay,failed,2025-04-29 21:09:51.038635,100,1.08,0.0
txn_002912,10.0,USD,US,card,gaming,stripe,success,2025-05-14 04:54:51.038635,133,0.59,0.073
txn_002913,62.61,INR,UK,crypto,food,square,success,2025-06-20 02:58:51.038635,129,1.73,0.038
txn_002914,56.16,EUR,US,card,finance,stripe,success,2025-01-11 14:14:51.038635,130,1.93,0.059
txn_002915,321.47,BRL,DE,bank,digital,stripe,success,2025-01-20 05:07:51.038635,87,9.62,0.059
txn_002916,15.44,USD,US,card,digital,stripe,success,2025-03-24 20:26:51.038635,97,0.75,0.001
txn_002917,54.76,JPY,UK,wallet,digital,paypal,success,2025-04-24 03:14:51.038635,187,2.35,0.011
txn_002918,23.27,CAD,AU,wallet,retail,paypal,failed,2025-02-16 23:08:51.038635,129,1.28,0.003
txn_002919,140.3,GBP,UK,bank,digital,stripe,success,2025-01-07 06:15:51.038635,112,4.37,0.045
txn_002920,10.0,GBP,US,card,finance,stripe,success,2025-02-14 03:17:51.038635,165,0.59,0.048
txn_002921,61.41,USD,US,bank,retail,stripe,failed,2025-04-05 21:13:51.038635,114,2.08,0.014
txn_002922,15.0,BRL,AU,card,retail,stripe,success,2025-06-22 05:04:51.038635,75,0.73,0.047
txn_002923,18.24,USD,US,card,retail,stripe,success,2025-01-18 14:01:51.038635,101,0.83,0.025
txn_002924,23.05,EUR,IN,card,digital,razorpay,success,2025-02-13 21:35:51.038635,121,0.8,0.057
txn_002925,29.32,USD,IN,wallet,gaming,razorpay,success,2025-02-14 18:19:51.038635,204,0.95,0.007
txn_002926,16.87,EUR,DE,card,retail,adyen,success,2025-05-28 01:04:51.038635,149,0.59,0.008
txn_002927,27.72,GBP,DE,wallet,retail,paypal,success,2025-04-05 20:23:51.038635,201,1.43,0.035
txn_002928,214.26,JPY,SG,wallet,gaming,razorpay,success,2025-05-15 13:52:51.038635,129,5.39,0.058
txn_002929,88.07,EUR,US,card,finance,stripe,success,2025-05-04 11:26:51.038635,156,2.85,0.045
txn_002930,73.98,BRL,US,bank,retail,stripe,success,2025-04-21 17:35:51.038635,85,2.45,0.004
txn_002931,10.14,EUR,US,card,travel,stripe,success,2025-03-23 18:54:51.038635,152,0.59,0.043
txn_002932,10.0,USD,US,bank,travel,stripe,success,2025-01-07 05:40:51.038635,147,0.59,0.016
